ad_type_name
'バナー (スモール：224×33 pixel)'
'バナー (レギュラー：468×60 pixel)'
'バナー (ラージ：728×90 pixel)'
'スカイスクレーバー (レギュラー：120×600 pixel)'
'スカイスクレーバー (ワイド：160×600 pixel)'
'スカイスクレーバー (ラージ：148×800 pixel)'
'バッジ (スモール：120×60 pixel)'
'バッジ (レギュラー：120×90 pixel)'
'バッジ (ラージ：125×125 pixel)'
'レクタングル (スモール：200×200 pixel)'
'レクタングル (レギュラー：300×250 pixel)'
'レクタングル (ラージ：336×280 pixel)'
'インバナー動画'
